Flow ID,Flow status,Flow date,Amount (USD),Source Organization,Source Location,Destination Organization,Destination Location
132802,Commitment,06/08/2015,162842,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Guinea
120070,Paid Contribution,06/09/2014,150000,National Oil Company of Liberia,,"Liberia, Government of",Liberia
120071,Paid Contribution,06/09/2014,84000,National Oil Company of Liberia,,"Liberia, Government of",Liberia
120242,Paid Contribution,06/10/2014,31362,Scotiabank,,Canadian Red Cross Society,
120245,Paid Contribution,06/10/2014,44803,Private (individuals & organizations),,Canadian Red Cross Society,
121383,Paid Contribution,06/10/2014,2762049,"Sweden, Government of",Sweden,World Food Programme,
121460,Paid Contribution,06/10/2014,1000000,"Sweden, Government of",Sweden,United Nations Children's Fund,Guinea
121483,Paid Contribution,06/10/2014,1000000,"Sweden, Government of",Sweden,United Nations Children's Fund,Liberia
121484,Paid Contribution,06/10/2014,1000000,"Sweden, Government of",Sweden,United Nations Children's Fund,Sierra Leone
121485,Paid Contribution,06/10/2014,993345,"Sweden, Government of",Sweden,United Nations Children's Fund,
121486,Paid Contribution,06/10/2014,200000,"Sweden, Government of",Sweden,United Nations Children's Fund,Côte d'Ivoire
121487,Paid Contribution,06/10/2014,200000,"Sweden, Government of",Sweden,United Nations Children's Fund,Gambia
121488,Paid Contribution,06/10/2014,402812,"Sweden, Government of",Sweden,United Nations Children's Fund,Ghana
121489,Paid Contribution,06/10/2014,200000,"Sweden, Government of",Sweden,United Nations Children's Fund,Mali
121490,Paid Contribution,06/10/2014,200000,"Sweden, Government of",Sweden,United Nations Children's Fund,Guinea-Bissau
121491,Paid Contribution,06/10/2014,200000,"Sweden, Government of",Sweden,United Nations Children's Fund,Senegal
121492,Paid Contribution,06/10/2014,127942,"Sweden, Government of",Sweden,United Nations Children's Fund,
122148,Paid Contribution,06/10/2014,3000000,"Japan, Government of",Japan,International Federation of Red Cross and Red Crescent Societies,
120825,Commitment,06/10/2014,1085776,"Norway, Government of",Norway,International Federation of Red Cross and Red Crescent Societies,
120826,Commitment,06/10/2014,775555,"Norway, Government of",Norway,Norwegian Refugee Council,
120827,Commitment,06/10/2014,9306654,"Norway, Government of",Norway,,
121546,Paid Contribution,06/11/2014,1900000,Paul G. Allen,,ACF - USA,
121547,Paid Contribution,06/11/2014,1350000,Paul G. Allen,,Americares,Liberia
121548,Paid Contribution,06/11/2014,1000000,Paul G. Allen,,Direct Relief,
122290,Paid Contribution,06/11/2014,22907539,"United Kingdom, Government of",United Kingdom,United Nations Children's Fund,Sierra Leone
123281,Paid Contribution,06/11/2014,6979912,"United Kingdom, Government of",United Kingdom,United Nations Children's Fund,Sierra Leone
123760,Paid Contribution,06/11/2014,3856204,"United Kingdom, Government of",United Kingdom,United Nations Children's Fund,Sierra Leone
125677,Paid Contribution,06/11/2014,675000,Private (individuals & organizations),,World Food Programme,
125679,Paid Contribution,06/11/2014,36000,Private (individuals & organizations),,World Food Programme,
123462,Paid Contribution,07/01/2015,4927079,"Switzerland, Government of",Switzerland,Ebola Response Multi-Partner Trust Fund,
123541,Paid Contribution,07/01/2015,1996000,"United States of America, Government of",United States,United Nations Children's Fund,Sierra Leone
130185,Paid Contribution,07/01/2015,176702,"Sweden, Government of",Sweden,World Food Programme,
123540,Commitment,07/01/2015,5349216,"United States of America, Government of",United States,MEDAIR,Sierra Leone
123556,Commitment,07/01/2015,954122,"United States of America, Government of",United States,Catholic Relief Services,Mali
123557,Commitment,07/01/2015,550646,"United States of America, Government of",United States,World Vision International,Mali
119071,Paid Contribution,07/04/2014,523602,"Japan, Government of",Japan,United Nations Children's Fund,Guinea
127431,Paid Contribution,07/04/2015,4715,Private (individuals & organizations),,United Nations Children's Fund,
130191,Paid Contribution,07/04/2015,23476,"Sweden, Government of",Sweden,World Food Programme,
130016,Commitment,07/05/2015,489179,"Denmark, Government of",Denmark,,
134964,Commitment,07/07/2015,1686095,"United States of America, Government of",United States,,
134979,Commitment,07/07/2015,313554434,"United States of America, Government of",United States,Centers for Disease Control,
120089,Paid Contribution,07/10/2014,25000,Western Union Foundation,,International Medical Corps,
120098,Paid Contribution,07/10/2014,15000,Private (individuals & organizations),,,
120365,Paid Contribution,07/10/2014,1052632,"Switzerland, Government of",Switzerland,World Food Programme,
120388,Paid Contribution,07/10/2014,1500000,"Japan, Government of",Japan,United Nations Children's Fund,Guinea
120391,Paid Contribution,07/10/2014,2000000,"Japan, Government of",Japan,United Nations Children's Fund,Sierra Leone
120392,Paid Contribution,07/10/2014,2000000,"Japan, Government of",Japan,United Nations Children's Fund,Liberia
120393,Paid Contribution,07/10/2014,500000,"Japan, Government of",Japan,United Nations Children's Fund,
120573,Paid Contribution,07/10/2014,32000,Bayer,,CARITAS,
121537,Paid Contribution,07/10/2014,1052632,"Switzerland, Government of",Switzerland,World Food Programme,
120571,Pledge,07/10/2014,3200000,Bayer,,Direct Relief,
121237,Paid Contribution,07/11/2014,20000,"Israel, Government of",Israel,World Food Programme,
121238,Paid Contribution,07/11/2014,182999,Private (individuals & organizations),,World Food Programme,
121239,Paid Contribution,07/11/2014,190738,"Saudi Arabia (Kingdom of), Government of",Saudi Arabia,World Food Programme,
121240,Paid Contribution,07/11/2014,459417,,,World Food Programme,
121242,Paid Contribution,07/11/2014,294660,"Japan, Government of",Japan,World Food Programme,
121542,Paid Contribution,07/11/2014,6260000,"Germany, Government of",Germany,Ebola Response Multi-Partner Trust Fund,
121568,Paid Contribution,07/11/2014,2570000,Private (individuals & organizations),,World Food Programme,Guinea
122151,Paid Contribution,07/11/2014,4020000,"Japan, Government of",Japan,,Guinea
122662,Paid Contribution,07/11/2014,5346933,"Germany, Government of",Germany,Ebola Response Multi-Partner Trust Fund,
121274,Commitment,07/11/2014,1513241,European Commission's Humanitarian Aid and Civil Protection Department,,International Rescue Committee,Sierra Leone
121463,Commitment,07/11/2014,207226,"Sweden, Government of",Sweden,International Rescue Committee,Mali
122027,Commitment,07/11/2014,321919,"Germany, Government of",Germany,A.I.M.E! International e.V. (Deutschland),Guinea
125717,Paid Contribution,08/01/2015,151391,,,World Food Programme,Guinea
127446,Commitment,08/03/2014,547196,European Commission's Humanitarian Aid and Civil Protection Department,,ACF - Spain,Guinea
119564,Commitment,08/04/2014,68776,"Spain, Government of",Spain,ACF - Spain,Guinea
119343,Paid Contribution,08/04/2014,83056,UNICEF National Committee/United Kingdom,,United Nations Children's Fund,Liberia
118623,Commitment,08/08/2014,918274,"Canada, Government of",Canada,Médecins sans Frontières,
120094,Pledge,08/08/2014,19000,Private (individuals & organizations),,,
119272,Commitment,08/09/2014,700000,African Union,,World Health Organization,
119263,Paid Contribution,08/09/2014,353535,"Canada, Government of",Canada,World Health Organization,
119273,Paid Contribution,08/09/2014,436600,"Australia, Government of",Australia,World Health Organization,
119274,Paid Contribution,08/09/2014,400000,Private (individuals & organizations),,World Health Organization,
119275,Paid Contribution,08/09/2014,844595,"United Kingdom, Government of",United Kingdom,World Health Organization,
119318,Paid Contribution,08/09/2014,1063443,Central Emergency Response Fund,,World Health Organization,Nigeria
119427,Paid Contribution,08/09/2014,150000,ExxonMobil,,Liberian Red Cross Society,Liberia
119949,Paid Contribution,08/09/2014,400000,Private (individuals & organizations),,World Health Organization,
152821,Commitment,08/09/2014,,World Bank,,,Guinea
152822,Commitment,08/09/2014,3625601,World Bank,,,Liberia
152823,Commitment,08/09/2014,122278,World Bank,,,Sierra Leone
133587,Paid Contribution,08/09/2015,188111,"Canada, Government of",Canada,Office for the Coordination of Humanitarian Affairs,
133668,Commitment,08/09/2015,1124859,"Italy, Government of",Italy,World Food Programme,Sierra Leone
119984,Paid Contribution,08/10/2014,10634196,"United States of America, Government of",United States,Save the Children,Liberia
119985,Paid Contribution,08/10/2014,28048894,"United States of America, Government of",United States,International Organization for Migration,Liberia
119995,Paid Contribution,08/10/2014,250000,Bill and Melinda Gates Foundation,,United Nations Office for Project Services,Sierra Leone
120238,Paid Contribution,08/10/2014,500000,Kaiser Permanente,,International Medical Corps,
120240,Paid Contribution,08/10/2014,500000,Kaiser Permanente,,Médecins sans Frontières,
120383,Paid Contribution,08/10/2014,23486,UNICEF National Committee/United Kingdom,,United Nations Children's Fund,Sierra Leone
120349,Commitment,08/10/2014,1270648,European Commission's Humanitarian Aid and Civil Protection Department,,Save the Children,Liberia
123248,Paid Contribution,08/10/2014,6387500,"United States of America, Government of",United States,World Health Organization,
120411,Commitment,08/10/2014,5767471,European Commission's Humanitarian Aid and Civil Protection Department,,Alliance for International Medical Action,Guinea
125705,Commitment,08/10/2014,136542,"Denmark, Government of",Denmark,Danish Refugee Council,
122701,Paid Contribution,08/12/2014,10060032,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
122957,Paid Contribution,08/12/2014,1000000,"United States of America, Government of",United States,United Nations Children's Fund,Guinea
125674,Paid Contribution,08/12/2014,67604,Private (individuals & organizations),,World Food Programme,
122871,Pledge,08/12/2014,3681000,"France, Government of",France,Women And Health Alliance,Guinea
122872,Pledge,08/12/2014,1227000,"France, Government of",France,Aviation Sans Frontieres France,Guinea
122914,Pledge,08/12/2014,4785300,"France, Government of",France,"Liberia, Government of",Liberia
122915,Pledge,08/12/2014,6257822,"France, Government of",France,Fondation Mérieux,
122916,Pledge,08/12/2014,12270000,"France, Government of",France,,Guinea
122929,Commitment,08/12/2014,270416,"Sweden, Government of",Sweden,Norwegian Refugee Council,Liberia
124293,Commitment,09/01/2015,12127379,"Netherlands, Government of",Netherlands,OXFAM Netherlands (NOVIB),
130669,Paid Contribution,09/02/2015,760000,Friends of UNFPA,,United Nations Population Fund,Liberia
133145,Paid Contribution,09/02/2015,48343,"Switzerland, Government of",Switzerland,World Food Programme,
119971,Commitment,09/05/2014,345781,"Germany, Government of",Germany,Médecins sans Frontières,Guinea
130338,Commitment,09/06/2015,1820000,"United States of America, Government of",United States,International Organization for Migration,Sierra Leone
130372,Commitment,09/06/2015,898257,European Commission's Humanitarian Aid and Civil Protection Department,,International Medical Corps,Liberia
119423,Paid Contribution,09/09/2014,279643,Private (individuals & organizations),,"Sierra Leone, Government of",Sierra Leone
120001,Paid Contribution,09/09/2014,687758,"Sweden, Government of",Sweden,Médecins sans Frontières,Liberia
120091,Paid Contribution,09/09/2014,30345,Sierra Minerals Holdings/Vimetco,,"Sierra Leone, Government of",Sierra Leone
120100,Paid Contribution,09/09/2014,14935,Private (individuals & organizations),,"Sierra Leone, Government of",Sierra Leone
136724,Commitment,09/09/2015,497288,"Denmark, Government of",Denmark,,
119965,Paid Contribution,09/10/2014,535508,Central Emergency Response Fund,,United Nations Children's Fund,"Congo, The Democratic Republic of the"
120287,Paid Contribution,09/10/2014,40000,"Romania, Government of",Romania,Ebola Response Multi-Partner Trust Fund,
120327,Paid Contribution,09/10/2014,500000,"Japan, Government of",Japan,Office for the Coordination of Humanitarian Affairs,
120377,Paid Contribution,09/10/2014,,Private (individuals & organizations),,,Liberia
120382,Paid Contribution,09/10/2014,2500000,Children's Investment Fund Foundation,,United Nations Children's Fund,Sierra Leone
120389,Paid Contribution,09/10/2014,197639,UNICEF National Committee/Japan,,United Nations Children's Fund,Nigeria
120390,Paid Contribution,09/10/2014,227552,UNICEF National Committee/Japan,,United Nations Children's Fund,Liberia
120642,Paid Contribution,09/10/2014,200000,"Chile, Government of",Chile,Ebola Response Multi-Partner Trust Fund,
121103,Paid Contribution,09/10/2014,1307360,VOLVO,,Ebola Response Multi-Partner Trust Fund,
121966,Paid Contribution,09/10/2014,3350,Private (individuals & organizations),,Ebola Response Multi-Partner Trust Fund,
122294,Paid Contribution,09/10/2014,800000,"Japan, Government of",Japan,,
120590,Commitment,09/10/2014,8961,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Gambia
120591,Commitment,09/10/2014,8961,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Togo
120592,Commitment,09/10/2014,13441,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Mali
120593,Commitment,09/10/2014,8961,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Guinea-Bissau
125650,Paid Contribution,09/11/2014,76197,"Switzerland, Government of",Switzerland,World Food Programme,
125631,Paid Contribution,09/12/2014,1000000,"Japan, Government of",Japan,World Food Programme,
127205,Paid Contribution,10/02/2015,1000000,"Bolivia, Government of","Bolivia, Plurinational State of",Ebola Response Multi-Partner Trust Fund,
125638,Paid Contribution,10/03/2015,11016,,,World Food Programme,
125639,Paid Contribution,10/03/2015,6613077,World Food Programme,,World Food Programme,
125685,Paid Contribution,10/03/2015,272676,,,World Food Programme,
125686,Paid Contribution,10/03/2015,18170737,World Food Programme,,World Food Programme,
126060,Commitment,10/03/2015,673401,European Commission's Humanitarian Aid and Civil Protection Department,,Associazione Internazionale Volontari Laici,Guinea-Bissau
120034,Commitment,10/04/2014,72542,"Denmark, Government of",Denmark,Danish Red Cross,Liberia
130456,Commitment,10/06/2015,47020,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),Sierra Leone
131587,Commitment,10/07/2015,671141,European Commission's Humanitarian Aid and Civil Protection Department,,Première Urgence - Aide Médicale Internationale,Guinea
119333,Commitment,10/09/2014,22614354,"United States of America, Government of",United States,International Rescue Committee,Liberia
119451,Commitment,10/09/2014,56814,"Germany, Government of",Germany,Private (individuals & organizations),Sierra Leone
119203,Paid Contribution,10/09/2014,394866,Central Emergency Response Fund,,United Nations Children's Fund,Nigeria
119330,Paid Contribution,10/09/2014,4000000,Bill and Melinda Gates Foundation,,World Health Organization,
119332,Paid Contribution,10/09/2014,2000000,Bill and Melinda Gates Foundation,,Centers for Disease Control Foundation,
119334,Paid Contribution,10/09/2014,6655720,"United States of America, Government of",United States,World Food Programme,
119335,Paid Contribution,10/09/2014,4337230,"United States of America, Government of",United States,World Food Programme,Liberia
119336,Paid Contribution,10/09/2014,700000,"Japan, Government of",Japan,World Food Programme,
119337,Paid Contribution,10/09/2014,1902103,World Food Programme,,World Food Programme,
121493,Paid Contribution,10/09/2014,676000,Bill and Melinda Gates Foundation,,United Nations Children's Fund,Guinea
121494,Paid Contribution,10/09/2014,1188000,Bill and Melinda Gates Foundation,,United Nations Children's Fund,Liberia
121495,Paid Contribution,10/09/2014,864000,Bill and Melinda Gates Foundation,,United Nations Children's Fund,Sierra Leone
121496,Paid Contribution,10/09/2014,54000,Bill and Melinda Gates Foundation,,United Nations Children's Fund,Senegal
121498,Paid Contribution,10/09/2014,162000,Bill and Melinda Gates Foundation,,United Nations Children's Fund,Mali
121499,Paid Contribution,10/09/2014,55999,Bill and Melinda Gates Foundation,,United Nations Children's Fund,Guinea-Bissau
125714,Paid Contribution,10/09/2014,66690,"Denmark, Government of",Denmark,World Food Programme,
123866,Commitment,10/09/2014,308465,"Ireland, Government of",Ireland,,Sierra Leone
152824,Pledge,10/09/2014,24720842,Bill and Melinda Gates Foundation,,UN Agencies | NGOs,
120404,Commitment,10/10/2014,3981909,"Germany, Government of",Germany,Technisches Hilfswerk (THW),Sierra Leone
120113,Paid Contribution,10/10/2014,2008900,"Norway, Government of",Norway,World Food Programme,
120171,Paid Contribution,10/10/2014,3558253,"United States of America, Government of",United States,World Food Programme,
120237,Paid Contribution,10/10/2014,,Private (individuals & organizations),,,
120247,Paid Contribution,10/10/2014,250000,DuPont,,UN Agencies | NGOs,
120250,Paid Contribution,10/10/2014,,Private (individuals & organizations),,"Liberia, Government of",Liberia
120320,Paid Contribution,10/10/2014,2000000,Children's Investment Fund Foundation,,Médecins sans Frontières,
120321,Paid Contribution,10/10/2014,4600000,Children's Investment Fund Foundation,,British Red Cross,
152835,Pledge,10/10/2014,3800000,Children's Investment Fund Foundation,,,
121378,Paid Contribution,10/11/2014,5044136,"Germany, Government of",Germany,World Food Programme,Liberia
121379,Paid Contribution,10/11/2014,1261034,"Germany, Government of",Germany,World Food Programme,Liberia
121985,Paid Contribution,10/11/2014,24055786,"Germany, Government of",Germany,World Food Programme,Liberia
121553,Pledge,10/11/2014,10000000,Google,,,
121554,Pledge,10/11/2014,5000000,Google,,,
121556,Pledge,10/11/2014,15000000,Larry Page's Family Foundation,,,
135479,Commitment,10/11/2015,548246,European Commission's Humanitarian Aid and Civil Protection Department,,World Health Organization,Guinea
122952,Paid Contribution,10/12/2014,1469410,"United States of America, Government of",United States,International Organization for Migration,Sierra Leone
122955,Paid Contribution,10/12/2014,2000000,"United States of America, Government of",United States,International Organization for Migration,Guinea
123670,Paid Contribution,10/12/2014,48000,"Croatia, Government of",Croatia,United Nations Children's Fund,Mali
123950,Paid Contribution,10/12/2014,29077,UNICEF National Committee/Iceland,,United Nations Children's Fund,
122951,Commitment,10/12/2014,2814287,"United States of America, Government of",United States,JHPIEGO,Liberia
122953,Commitment,10/12/2014,1500000,"United States of America, Government of",United States,ChildFund International,Guinea
122954,Commitment,10/12/2014,1719455,"United States of America, Government of",United States,Helen Keller International,Guinea
122956,Commitment,10/12/2014,875000,"United States of America, Government of",United States,Terre des Hommes International,Guinea
125087,Commitment,10/12/2014,250313,"Spain, Government of",Spain,Save the Children,Guinea
130428,Commitment,10/12/2014,438048,"Spain, Government of",Spain,Spanish Red Cross,Guinea
130430,Commitment,10/12/2014,187735,"Spain, Government of",Spain,Spanish Red Cross,Senegal
130436,Commitment,10/12/2014,312891,"Spain, Government of",Spain,Spanish Red Cross,Senegal
130437,Commitment,10/12/2014,312891,"Spain, Government of",Spain,Spanish Red Cross,Guinea-Bissau
126784,Commitment,11/02/2015,279101,"Belgium, Government of",Belgium,Alliance for International Medical Action,Guinea
125719,Commitment,11/03/2015,35000000,"United States of America, Government of",United States,World Health Organization,Liberia
119341,Paid Contribution,11/04/2014,100000,UNICEF National Committee/Japan,,United Nations Children's Fund,Liberia
119349,Paid Contribution,11/04/2014,200000,UNICEF National Committee/Japan,,United Nations Children's Fund,
130336,Paid Contribution,11/05/2015,35471,UNICEF National Committee/United Kingdom,,United Nations Children's Fund,Liberia
118611,Paid Contribution,11/08/2014,1620220,"China, Government of",China,"Sierra Leone, Government of",Sierra Leone
119340,Paid Contribution,11/08/2014,50000,"Korea, Republic of, Government of","Korea, Republic of",United Nations Children's Fund,Liberia
119355,Paid Contribution,11/09/2014,12900000,Paul G. Allen,,Centers for Disease Control Foundation,
120057,Paid Contribution,11/09/2014,500000,Stavros Niarchos Foundation,,Médecins sans Frontières,
133601,Commitment,11/09/2015,1380668,"United States of America, Government of",United States,International Rescue Committee,Liberia
133602,Commitment,11/09/2015,750000,"United States of America, Government of",United States,Danish Refugee Council,Guinea
133604,Commitment,11/09/2015,2462296,"United States of America, Government of",United States,Catholic Relief Services,Sierra Leone
133605,Commitment,11/09/2015,4574526,"United States of America, Government of",United States,Save the Children,Liberia
120747,Paid Contribution,11/10/2014,635324,"France, Government of",France,World Food Programme,Guinea
121560,Paid Contribution,11/10/2014,2490660,"Belgium, Government of",Belgium,United Nations Children's Fund,Liberia
121570,Paid Contribution,11/11/2014,1036269,Novartis,,International Federation of Red Cross and Red Crescent Societies,
121704,Paid Contribution,11/11/2014,1245330,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Sierra Leone
122203,Paid Contribution,11/11/2014,311333,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Nigeria
122205,Paid Contribution,11/11/2014,186800,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Senegal
122207,Paid Contribution,11/11/2014,871731,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Mali
122208,Paid Contribution,11/11/2014,124533,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Benin
122209,Paid Contribution,11/11/2014,249066,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Burkina Faso
122210,Paid Contribution,11/11/2014,124533,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Côte d'Ivoire
122211,Paid Contribution,11/11/2014,124534,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Ghana
122212,Paid Contribution,11/11/2014,1245330,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Guinea
122213,Paid Contribution,11/11/2014,498132,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Guinea-Bissau
122214,Paid Contribution,11/11/2014,1245330,"Netherlands, Government of",Netherlands,United Nations Children's Fund,Liberia
121694,Commitment,11/11/2014,104648,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),Liberia
122877,Paid Contribution,11/12/2014,5400000,Children's Investment Fund Foundation,,International Medical Corps,
122878,Paid Contribution,11/12/2014,1700000,Children's Investment Fund Foundation,,Save the Children,
122934,Paid Contribution,11/12/2014,5199052,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
123271,Paid Contribution,11/12/2014,3000000,"United Arab Emirates, Government of",United Arab Emirates,United Nations Children's Fund,Guinea
123276,Paid Contribution,11/12/2014,1000000,"United Arab Emirates, Government of",United Arab Emirates,United Nations Children's Fund,Liberia
123282,Paid Contribution,11/12/2014,1000000,"United Arab Emirates, Government of",United Arab Emirates,United Nations Children's Fund,Sierra Leone
123673,Paid Contribution,11/12/2014,53827,UNICEF National Committee/Denmark,,United Nations Children's Fund,Sierra Leone
125665,Paid Contribution,11/12/2014,2933842,"Norway, Government of",Norway,World Food Programme,
122923,Commitment,11/12/2014,3052043,GlobalGiving,,,
124202,Commitment,12/01/2015,10922360,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
124203,Commitment,12/01/2015,465839,"United Kingdom, Government of",United Kingdom,Emergency ONG,Sierra Leone
126064,Commitment,12/02/2015,44963,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),Sierra Leone
122510,Paid Contribution,12/03/2014,306279,"Sweden, Government of",Sweden,Médecins sans Frontières,Guinea
127427,Paid Contribution,12/03/2015,500000,"Japan, Government of",Japan,United Nations Children's Fund,Sierra Leone
130131,Commitment,12/03/2015,371156,"Finland, Government of",Finland,ACT Alliance / Finn Church Aid,
119963,Commitment,12/05/2014,96286,"Sweden, Government of",Sweden,Swedish Red Cross,Liberia
133287,Paid Contribution,12/05/2015,270000,UNDP Administered Trust Fund,,Food & Agriculture Organization of the United Nations,Ghana
130831,Commitment,12/06/2015,1089325,"Germany, Government of",Germany,Deutsche Welthungerhilfe e.V. (German Agro Action),Sierra Leone
119454,Commitment,12/08/2014,187540,"Sweden, Government of",Sweden,International Rescue Committee,Sierra Leone
120587,Commitment,12/08/2014,64279,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Nigeria
119351,Paid Contribution,12/08/2014,385897,UNICEF National Committee/Germany,,United Nations Children's Fund,
119450,Commitment,12/09/2014,260870,"Germany, Government of",Germany,Deutsche Welthungerhilfe e.V. (German Agro Action),Sierra Leone
119466,Commitment,12/09/2014,89542,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),
119468,Commitment,12/09/2014,900000,"Sweden, Government of",Sweden,World Health Organization,
120458,Commitment,12/09/2014,13755158,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),
119469,Paid Contribution,12/09/2014,65876,"Estonia, Government of",Estonia,World Health Organization,
120050,Paid Contribution,12/09/2014,924000,Aliko Dangote's Foundation,,"Nigeria, Government of",Nigeria
120068,Paid Contribution,12/09/2014,185185,Seplat Petroleum Development Company Plc,,Private (individuals & organizations),Nigeria
120072,Paid Contribution,12/09/2014,100000,Paul G. Allen,,GlobalGiving,
120073,Paid Contribution,12/09/2014,123457,Seplat Petroleum Development Company Plc,,"Nigeria, Government of",Nigeria
125695,Paid Contribution,12/09/2014,1767409,"Denmark, Government of",Denmark,World Food Programme,Liberia
130178,Paid Contribution,12/09/2014,385549,"Denmark, Government of",Denmark,World Food Programme,
134541,Commitment,12/10/2015,1122334,"Italy, Government of",Italy,United Nations Children's Fund,Sierra Leone
125666,Paid Contribution,12/11/2014,80747,"Norway, Government of",Norway,World Food Programme,
121569,Pledge,12/11/2014,1000000,Private (individuals & organizations),,,
118913,Paid Contribution,12/12/2014,45008916,"United States of America, Government of",United States,World Food Programme,
122928,Paid Contribution,12/12/2014,917515,"Norway, Government of",Norway,United Nations Children's Fund,Guinea
123277,Paid Contribution,12/12/2014,372986,"Germany, Government of",Germany,United Nations Children's Fund,Mali
123728,Paid Contribution,12/12/2014,917516,"Norway, Government of",Norway,United Nations Children's Fund,Liberia
123730,Paid Contribution,12/12/2014,917516,"Norway, Government of",Norway,United Nations Children's Fund,Sierra Leone
123954,Paid Contribution,12/12/2014,1470588,"Belgium, Government of",Belgium,United Nations Children's Fund,
124610,Paid Contribution,12/12/2014,11189,Private (individuals & organizations),,United Nations Children's Fund,Nigeria
123145,Commitment,12/12/2014,129155,"Czech Republic, Government of",Czech Republic,International Committee of the Red Cross,Liberia
123147,Commitment,12/12/2014,136178,"Czech Republic, Government of",Czech Republic,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
123709,Commitment,12/12/2014,17700,"Portugal, Government of",Portugal,,
128770,Paid Contribution,13/03/2015,95000,US Fund for UNICEF,,United Nations Children's Fund,Liberia
118545,Commitment,13/08/2014,34619248,"United States of America, Government of",United States,International Medical Corps,Liberia
118546,Commitment,13/08/2014,1000000,"United States of America, Government of",United States,International Federation of Red Cross and Red Crescent Societies,Liberia
118547,Commitment,13/08/2014,6961080,"United States of America, Government of",United States,,
118548,Commitment,13/08/2014,3000000,"United States of America, Government of",United States,Centers for Disease Control,
119959,Commitment,13/08/2014,213904,"Spain, Government of",Spain,"Liberia, Government of",Liberia
118701,Paid Contribution,13/08/2014,6397175,"United States of America, Government of",United States,World Health Organization,
122775,Commitment,13/08/2014,213904,"Spain, Government of",Spain,"Sierra Leone, Government of",Sierra Leone
120746,Paid Contribution,13/09/2014,5082592,"France, Government of",France,,Guinea
120293,Commitment,13/10/2014,4380476,European Commission's Humanitarian Aid and Civil Protection Department,,International Federation of Red Cross and Red Crescent Societies,Sierra Leone
120329,Commitment,13/10/2014,80000,Alcoa Foundation,,Centers for Disease Control Foundation,Guinea
120538,Commitment,13/10/2014,1905972,"Germany, Government of",Germany,Plan International,
121561,Commitment,13/10/2014,3811944,"Belgium, Government of",Belgium,Médecins sans Frontières - Belgium,
121544,Paid Contribution,13/11/2014,500000,Food & Agriculture Organization of the United Nations,,Food & Agriculture Organization of the United Nations,Liberia
121545,Paid Contribution,13/11/2014,100000,Food & Agriculture Organization of the United Nations,,Food & Agriculture Organization of the United Nations,Liberia
121550,Paid Contribution,13/11/2014,500000,Food & Agriculture Organization of the United Nations,,Africa Solidarity Trust Fund,Liberia
121563,Paid Contribution,13/11/2014,3200000,"United Kingdom, Government of",United Kingdom,GOAL,Sierra Leone
121711,Paid Contribution,13/11/2014,3520000,"United Kingdom, Government of",United Kingdom,"Sierra Leone, Government of",Sierra Leone
121876,Paid Contribution,13/11/2014,1251564,"Italy, Government of",Italy,United Nations Children's Fund,Sierra Leone
122098,Paid Contribution,13/11/2014,500000,Chevron Corporation,,International Medical Corps,Sierra Leone
122099,Paid Contribution,13/11/2014,67000,Chevron Corporation,,,Sierra Leone
122100,Paid Contribution,13/11/2014,6600000,Paul G. Allen,,Save the Children,Liberia
122101,Paid Contribution,13/11/2014,3300000,Paul G. Allen,,Private (individuals & organizations),
122504,Paid Contribution,13/11/2014,11043000,"France, Government of",France,French Red Cross,Guinea
121558,Pledge,13/11/2014,10000000,Private (individuals & organizations),,African Union,
121559,Pledge,13/11/2014,3000000,Private (individuals & organizations),,African Union,
121562,Commitment,13/11/2014,2017654,"Germany, Government of",Germany,Caritas Germany (DCV),Liberia
121696,Commitment,13/11/2014,16988,"Sweden, Government of",Sweden,Swedish Civil Contingencies Agency (MSB),Ghana
